geography,count,total,commutingType,id
E07000238,35289,63661,Driving a car or van,2548
E07000238,2445,63661,Passenger in a car or van,2549
E07000238,863,63661,Bicycle,2550
E07000238,4080,63661,On foot,2551
E07000238,534,63661,Other method of travel to work,2552
E07000239,10559,45790,Work mainly at or from home,2553
E07000239,17,45790,"Underground, metro, light rail, tram",2554
E07000239,464,45790,Train,2555
E07000239,364,45790,"Bus, minibus or coach",2556
E07000239,318,45790,Taxi,2557
E07000239,199,45790,"Motorcycle, scooter or moped",2558
E07000239,27431,45790,Driving a car or van,2559
E07000239,2307,45790,Passenger in a car or van,2560
E07000239,546,45790,Bicycle,2561
E07000239,3254,45790,On foot,2562
E07000239,331,45790,Other method of travel to work,2563
E07000240,38594,72871,Work mainly at or from home,2564
E07000240,243,72871,"Underground, metro, light rail, tram",2565
E07000240,2464,72871,Train,2566
E07000240,732,72871,"Bus, minibus or coach",2567
E07000240,221,72871,Taxi,2568
E07000240,189,72871,"Motorcycle, scooter or moped",2569
E07000240,23272,72871,Driving a car or van,2570
E07000240,1478,72871,Passenger in a car or van,2571
E07000240,764,72871,Bicycle,2572
E07000240,4371,72871,On foot,2573
E07000240,543,72871,Other method of travel to work,2574
E07000241,21001,58150,Work mainly at or from home,2575
E07000241,399,58150,"Underground, metro, light rail, tram",2576
E07000241,2056,58150,Train,2577
E07000241,1238,58150,"Bus, minibus or coach",2578
E07000241,615,58150,Taxi,2579
E07000241,230,58150,"Motorcycle, scooter or moped",2580
E07000241,24092,58150,Driving a car or van,2581
E07000241,2071,58150,Passenger in a car or van,2582
E07000241,1259,58150,Bicycle,2583
E07000241,4651,58150,On foot,2584
E07000241,538,58150,Other method of travel to work,2585
E07000242,31278,76524,Work mainly at or from home,2586
E07000242,322,76524,"Underground, metro, light rail, tram",2587
E07000242,3033,76524,Train,2588
E07000242,1012,76524,"Bus, minibus or coach",2589
E07000242,232,76524,Taxi,2590
E07000242,211,76524,"Motorcycle, scooter or moped",2591
E07000242,32231,76524,Driving a car or van,2592
E07000242,1821,76524,Passenger in a car or van,2593
E07000242,600,76524,Bicycle,2594
E07000242,5088,76524,On foot,2595
E07000242,696,76524,Other method of travel to work,2596
E07000243,12876,45460,Work mainly at or from home,2597
E07000243,105,45460,"Underground, metro, light rail, tram",2598
E07000243,1421,45460,Train,2599
E07000243,1219,45460,"Bus, minibus or coach",2600
E07000243,365,45460,Taxi,2601
E07000243,199,45460,"Motorcycle, scooter or moped",2602
E07000243,22141,45460,Driving a car or van,2603
E07000243,2220,45460,Passenger in a car or van,2604
E07000243,894,45460,Bicycle,2605
E07000243,3594,45460,On foot,2606
E07000243,426,45460,Other method of travel to work,2607
E07000244,27774,106365,Work mainly at or from home,2608
E07000244,70,106365,"Underground, metro, light rail, tram",2609
E07000244,512,106365,Train,2610
E07000244,1237,106365,"Bus, minibus or coach",2611
E07000244,332,106365,Taxi,2612
E07000244,633,106365,"Motorcycle, scooter or moped",2613
E07000244,58764,106365,Driving a car or van,2614
E07000244,3653,106365,Passenger in a car or van,2615
E07000244,3663,106365,Bicycle,2616
E07000244,8273,106365,On foot,2617
E07000244,1454,106365,Other method of travel to work,2618
E07000245,21104,89623,Work mainly at or from home,2619
E07000245,67,89623,"Underground, metro, light rail, tram",2620
E07000245,353,89623,Train,2621
E07000245,1056,89623,"Bus, minibus or coach",2622
E07000245,309,89623,Taxi,2623
E07000245,404,89623,"Motorcycle, scooter or moped",2624
E07000245,51600,89623,Driving a car or van,2625
E07000245,3729,89623,Passenger in a car or van,2626
E07000245,2073,89623,Bicycle,2627
E07000245,8080,89623,On foot,2628
E07000245,848,89623,Other method of travel to work,2629
E07000246,19392,73293,Work mainly at or from home,2630
E07000246,25,73293,"Underground, metro, light rail, tram",2631
E07000246,229,73293,Train,2632
E07000246,1019,73293,"Bus, minibus or coach",2633
E07000246,181,73293,Taxi,2634
E07000246,456,73293,"Motorcycle, scooter or moped",2635
E07000246,37421,73293,Driving a car or van,2636
E07000246,2809,73293,Passenger in a car or van,2637
E07000246,2563,73293,Bicycle,2638
E07000246,8483,73293,On foot,2639
E07000246,715,73293,Other method of travel to work,2640
E08000001,29568,125439,Work mainly at or from home,2641
E08000001,181,125439,"Underground, metro, light rail, tram",2642
E08000001,1618,125439,Train,2643
E08000001,4778,125439,"Bus, minibus or coach",2644
E08000001,2583,125439,Taxi,2645
E08000001,425,125439,"Motorcycle, scooter or moped",2646
E08000001,67803,125439,Driving a car or van,2647
E08000001,6830,125439,Passenger in a car or van,2648
E08000001,1057,125439,Bicycle,2649
E08000001,9226,125439,On foot,2650
E08000001,1370,125439,Other method of travel to work,2651
E08000002,26579,88483,Work mainly at or from home,2652
E08000002,2163,88483,"Underground, metro, light rail, tram",2653
E08000002,250,88483,Train,2654
E08000002,2864,88483,"Bus, minibus or coach",2655
E08000002,1156,88483,Taxi,2656
E08000002,236,88483,"Motorcycle, scooter or moped",2657
E08000002,43946,88483,Driving a car or van,2658
E08000002,3575,88483,Passenger in a car or van,2659
E08000002,928,88483,Bicycle,2660
E08000002,5907,88483,On foot,2661
E08000002,879,88483,Other method of travel to work,2662
E08000003,73964,234283,Work mainly at or from home,2663
E08000003,6152,234283,"Underground, metro, light rail, tram",2664
E08000003,2848,234283,Train,2665
E08000003,23669,234283,"Bus, minibus or coach",2666
E08000003,3654,234283,Taxi,2667
E08000003,462,234283,"Motorcycle, scooter or moped",2668
E08000003,82379,234283,Driving a car or van,2669
E08000003,8217,234283,Passenger in a car or van,2670
E08000003,7305,234283,Bicycle,2671
E08000003,22647,234283,On foot,2672
E08000003,2986,234283,Other method of travel to work,2673
E08000004,20903,98207,Work mainly at or from home,2674
E08000004,2478,98207,"Underground, metro, light rail, tram",2675
E08000004,466,98207,Train,2676
E08000004,4566,98207,"Bus, minibus or coach",2677
E08000004,1876,98207,Taxi,2678
E08000004,252,98207,"Motorcycle, scooter or moped",2679
E08000004,51845,98207,Driving a car or van,2680
E08000004,5769,98207,Passenger in a car or van,2681
E08000004,753,98207,Bicycle,2682
E08000004,7975,98207,On foot,2683
E08000004,1324,98207,Other method of travel to work,2684
E08000005,20151,94460,Work mainly at or from home,2685
E08000005,829,94460,"Underground, metro, light rail, tram",2686
E08000005,804,94460,Train,2687
E08000005,4612,94460,"Bus, minibus or coach",2688
E08000005,1936,94460,Taxi,2689
E08000005,305,94460,"Motorcycle, scooter or moped",2690
E08000005,51996,94460,Driving a car or van,2691
E08000005,5249,94460,Passenger in a car or van,2692
E08000005,809,94460,Bicycle,2693
E08000005,6731,94460,On foot,2694
E08000005,1038,94460,Other method of travel to work,2695
E08000006,39039,127605,Work mainly at or from home,2696
E08000006,2028,127605,"Underground, metro, light rail, tram",2697
E08000006,1277,127605,Train,2698
E08000006,8417,127605,"Bus, minibus or coach",2699
E08000006,1839,127605,Taxi,2700
E08000006,383,127605,"Motorcycle, scooter or moped",2701
E08000006,52459,127605,Driving a car or van,2702
E08000006,5037,127605,Passenger in a car or van,2703
E08000006,2750,127605,Bicycle,2704
E08000006,13107,127605,On foot,2705
E08000006,1269,127605,Other method of travel to work,2706
E08000007,50157,139808,Work mainly at or from home,2707
E08000007,289,139808,"Underground, metro, light rail, tram",2708
E08000007,2142,139808,Train,2709
E08000007,5417,139808,"Bus, minibus or coach",2710
E08000007,745,139808,Taxi,2711
E08000007,366,139808,"Motorcycle, scooter or moped",2712
E08000007,64214,139808,Driving a car or van,2713
E08000007,4588,139808,Passenger in a car or van,2714
E08000007,2303,139808,Bicycle,2715
E08000007,8377,139808,On foot,2716
E08000007,1210,139808,Other method of travel to work,2717
E08000008,25970,105654,Work mainly at or from home,2718
E08000008,895,105654,"Underground, metro, light rail, tram",2719
E08000008,1326,105654,Train,2720
E08000008,5818,105654,"Bus, minibus or coach",2721
E08000008,1013,105654,Taxi,2722
E08000008,336,105654,"Motorcycle, scooter or moped",2723
E08000008,55422,105654,Driving a car or van,2724
E08000008,4889,105654,Passenger in a car or van,2725
E08000008,1199,105654,Bicycle,2726
E08000008,7739,105654,On foot,2727
E08000008,1047,105654,Other method of travel to work,2728
E08000009,45450,111558,Work mainly at or from home,2729
E08000009,2476,111558,"Underground, metro, light rail, tram",2730
E08000009,520,111558,Train,2731
E08000009,3068,111558,"Bus, minibus or coach",2732
E08000009,771,111558,Taxi,2733
E08000009,230,111558,"Motorcycle, scooter or moped",2734
E08000009,46255,111558,Driving a car or van,2735
E08000009,3126,111558,Passenger in a car or van,2736
E08000009,2499,111558,Bicycle,2737
E08000009,6204,111558,On foot,2738
E08000009,959,111558,Other method of travel to work,2739
E08000010,34432,154614,Work mainly at or from home,2740
E08000010,61,154614,"Underground, metro, light rail, tram",2741
E08000010,1227,154614,Train,2742
E08000010,5514,154614,"Bus, minibus or coach",2743
E08000010,1172,154614,Taxi,2744
E08000010,597,154614,"Motorcycle, scooter or moped",2745
E08000010,89571,154614,Driving a car or van,2746
E08000010,8167,154614,Passenger in a car or van,2747
E08000010,1850,154614,Bicycle,2748
E08000010,10678,154614,On foot,2749
E08000010,1345,154614,Other method of travel to work,2750
E08000011,14880,69495,Work mainly at or from home,2751
E08000011,51,69495,"Underground, metro, light rail, tram",2752
E08000011,1758,69495,Train,2753
E08000011,4655,69495,"Bus, minibus or coach",2754
E08000011,1340,69495,Taxi,2755
E08000011,168,69495,"Motorcycle, scooter or moped",2756
E08000011,35442,69495,Driving a car or van,2757
E08000011,4322,69495,Passenger in a car or van,2758
E08000011,1188,69495,Bicycle,2759
E08000011,4880,69495,On foot,2760
E08000011,811,69495,Other method of travel to work,2761
E08000012,53721,205749,Work mainly at or from home,2762
E08000012,538,205749,"Underground, metro, light rail, tram",2763
E08000012,5138,205749,Train,2764
E08000012,22387,205749,"Bus, minibus or coach",2765
E08000012,3607,205749,Taxi,2766
E08000012,592,205749,"Motorcycle, scooter or moped",2767
E08000012,81901,205749,Driving a car or van,2768
E08000012,10160,205749,Passenger in a car or van,2769
E08000012,4862,205749,Bicycle,2770
E08000012,20234,205749,On foot,2771
E08000012,2609,205749,Other method of travel to work,2772
E08000013,18973,82622,Work mainly at or from home,2773
E08000013,29,82622,"Underground, metro, light rail, tram",2774
E08000013,951,82622,Train,2775
E08000013,2931,82622,"Bus, minibus or coach",2776
E08000013,914,82622,Taxi,2777
E08000013,289,82622,"Motorcycle, scooter or moped",2778
E08000013,47168,82622,Driving a car or van,2779
E08000013,4802,82622,Passenger in a car or van,2780
E08000013,966,82622,Bicycle,2781
E08000013,4823,82622,On foot,2782
E08000013,776,82622,Other method of travel to work,2783
E08000014,34750,124596,Work mainly at or from home,2784
E08000014,176,124596,"Underground, metro, light rail, tram",2785
E08000014,3911,124596,Train,2786
E08000014,4966,124596,"Bus, minibus or coach",2787
E08000014,1702,124596,Taxi,2788
E08000014,419,124596,"Motorcycle, scooter or moped",2789
E08000014,59614,124596,Driving a car or van,2790
E08000014,6145,124596,Passenger in a car or van,2791
E08000014,2626,124596,Bicycle,2792
E08000014,8920,124596,On foot,2793
E08000014,1367,124596,Other method of travel to work,2794
E08000015,37299,139500,Work mainly at or from home,2795
E08000015,332,139500,"Underground, metro, light rail, tram",2796
E08000015,3643,139500,Train,2797
E08000015,6123,139500,"Bus, minibus or coach",2798
E08000015,1290,139500,Taxi,2799
E08000015,598,139500,"Motorcycle, scooter or moped",2800
E08000015,71581,139500,Driving a car or van,2801
E08000015,6033,139500,Passenger in a car or van,2802
E08000015,1874,139500,Bicycle,2803
E08000015,9101,139500,On foot,2804
E08000015,1626,139500,Other method of travel to work,2805
E08000016,22340,111681,Work mainly at or from home,2806
E08000016,37,111681,"Underground, metro, light rail, tram",2807
E08000016,904,111681,Train,2808
E08000016,4733,111681,"Bus, minibus or coach",2809
E08000016,699,111681,Taxi,2810
E08000016,432,111681,"Motorcycle, scooter or moped",2811
E08000016,66305,111681,Driving a car or van,2812
E08000016,6962,111681,Passenger in a car or van,2813
E08000016,738,111681,Bicycle,2814
E08000016,7575,111681,On foot,2815
E08000016,956,111681,Other method of travel to work,2816
E08000017,25503,137858,Work mainly at or from home,2817
E08000017,61,137858,"Underground, metro, light rail, tram",2818
E08000017,1171,137858,Train,2819
E08000017,6288,137858,"Bus, minibus or coach",2820
E08000017,1563,137858,Taxi,2821
E08000017,433,137858,"Motorcycle, scooter or moped",2822
E08000017,79823,137858,Driving a car or van,2823
E08000017,9293,137858,Passenger in a car or van,2824
E08000017,2475,137858,Bicycle,2825
E08000017,9796,137858,On foot,2826
E08000017,1452,137858,Other method of travel to work,2827
E08000018,24750,117801,Work mainly at or from home,2828
E08000018,196,117801,"Underground, metro, light rail, tram",2829
E08000018,481,117801,Train,2830
E08000018,4959,117801,"Bus, minibus or coach",2831
E08000018,1084,117801,Taxi,2832
E08000018,402,117801,"Motorcycle, scooter or moped",2833
E08000018,70478,117801,Driving a car or van,2834
E08000018,6792,117801,Passenger in a car or van,2835
E08000018,893,117801,Bicycle,2836
E08000018,6618,117801,On foot,2837
E08000018,1148,117801,Other method of travel to work,2838
E08000019,69654,242007,Work mainly at or from home,2839
E08000019,2698,242007,"Underground, metro, light rail, tram",2840
E08000019,1747,242007,Train,2841
E08000019,17868,242007,"Bus, minibus or coach",2842
E08000019,2850,242007,Taxi,2843
E08000019,615,242007,"Motorcycle, scooter or moped",2844
E08000019,109419,242007,Driving a car or van,2845
E08000019,10550,242007,Passenger in a car or van,2846
E08000019,3530,242007,Bicycle,2847
E08000019,20612,242007,On foot,2848
E08000019,2464,242007,Other method of travel to work,2849
E08000021,37529,125077,Work mainly at or from home,2850
E08000021,2337,125077,"Underground, metro, light rail, tram",2851
E08000021,794,125077,Train,2852
E08000021,11887,125077,"Bus, minibus or coach",2853
E08000021,1634,125077,Taxi,2854
E08000021,235,125077,"Motorcycle, scooter or moped",2855
E08000021,48488,125077,Driving a car or van,2856
E08000021,5485,125077,Passenger in a car or van,2857
E08000021,2883,125077,Bicycle,2858
E08000021,12324,125077,On foot,2859
E08000021,1481,125077,Other method of travel to work,2860
E08000022,30738,97265,Work mainly at or from home,2861
E08000022,3041,97265,"Underground, metro, light rail, tram",2862
E08000022,681,97265,Train,2863
E08000022,4343,97265,"Bus, minibus or coach",2864
E08000022,791,97265,Taxi,2865
E08000022,294,97265,"Motorcycle, scooter or moped",2866
E08000022,43934,97265,Driving a car or van,2867
E08000022,4121,97265,Passenger in a car or van,2868
E08000022,1885,97265,Bicycle,2869
E08000022,6177,97265,On foot,2870
E08000022,1260,97265,Other method of travel to work,2871
E08000023,14779,62508,Work mainly at or from home,2872
E08000023,2230,62508,"Underground, metro, light rail, tram",2873
E08000023,585,62508,Train,2874
E08000023,3360,62508,"Bus, minibus or coach",2875
E08000023,299,62508,Taxi,2876
E08000023,212,62508,"Motorcycle, scooter or moped",2877
E08000023,31575,62508,Driving a car or van,2878
E08000023,2883,62508,Passenger in a car or van,2879
E08000023,1123,62508,Bicycle,2880
E08000023,4273,62508,On foot,2881
E08000023,1189,62508,Other method of travel to work,2882
E08000024,27418,117151,Work mainly at or from home,2883
E08000024,1066,117151,"Underground, metro, light rail, tram",2884
E08000024,520,117151,Train,2885
E08000024,7848,117151,"Bus, minibus or coach",2886
E08000024,888,117151,Taxi,2887
E08000024,305,117151,"Motorcycle, scooter or moped",2888
E08000024,60684,117151,Driving a car or van,2889
E08000024,6697,117151,Passenger in a car or van,2890
E08000024,1499,117151,Bicycle,2891
E08000024,8803,117151,On foot,2892
E08000024,1423,117151,Other method of travel to work,2893
E08000025,114058,442418,Work mainly at or from home,2894
E08000025,977,442418,"Underground, metro, light rail, tram",2895
E08000025,9220,442418,Train,2896
E08000025,43123,442418,"Bus, minibus or coach",2897
E08000025,6673,442418,Taxi,2898
E08000025,1118,442418,"Motorcycle, scooter or moped",2899
E08000025,202963,442418,Driving a car or van,2900
E08000025,21557,442418,Passenger in a car or van,2901
E08000025,5741,442418,Bicycle,2902
E08000025,31483,442418,On foot,2903
E08000025,5505,442418,Other method of travel to work,2904
E08000026,38674,150143,Work mainly at or from home,2905
E08000026,151,150143,"Underground, metro, light rail, tram",2906
E08000026,1457,150143,Train,2907
E08000026,10947,150143,"Bus, minibus or coach",2908
E08000026,2261,150143,Taxi,2909
E08000026,475,150143,"Motorcycle, scooter or moped",2910
E08000026,70234,150143,Driving a car or van,2911
E08000026,9844,150143,Passenger in a car or van,2912
E08000026,2817,150143,Bicycle,2913
E08000026,11501,150143,On foot,2914
E08000026,1782,150143,Other method of travel to work,2915
E08000027,31434,144640,Work mainly at or from home,2916
E08000027,126,144640,"Underground, metro, light rail, tram",2917
E08000027,1889,144640,Train,2918
E08000027,6125,144640,"Bus, minibus or coach",2919
E08000027,1474,144640,Taxi,2920
E08000027,563,144640,"Motorcycle, scooter or moped",2921
E08000027,85285,144640,Driving a car or van,2922
E08000027,7105,144640,Passenger in a car or van,2923
E08000027,1263,144640,Bicycle,2924
E08000027,8127,144640,On foot,2925
E08000027,1249,144640,Other method of travel to work,2926
E08000028,26347,141072,Work mainly at or from home,2927
E08000028,1401,141072,"Underground, metro, light rail, tram",2928
E08000028,2593,141072,Train,2929
E08000028,11938,141072,"Bus, minibus or coach",2930
E08000028,2306,141072,Taxi,2931
E08000028,523,141072,"Motorcycle, scooter or moped",2932
E08000028,74590,141072,Driving a car or van,2933
E08000028,8791,141072,Passenger in a car or van,2934
E08000028,1704,141072,Bicycle,2935
E08000028,9223,141072,On foot,2936
E08000028,1656,141072,Other method of travel to work,2937
E08000029,35366,97939,Work mainly at or from home,2938
E08000029,69,97939,"Underground, metro, light rail, tram",2939
E08000029,1563,97939,Train,2940
E08000029,3673,97939,"Bus, minibus or coach",2941
E08000029,618,97939,Taxi,2942
E08000029,243,97939,"Motorcycle, scooter or moped",2943
E08000029,47002,97939,Driving a car or van,2944
E08000029,3509,97939,Passenger in a car or van,2945
E08000029,1000,97939,Bicycle,2946
E08000029,4128,97939,On foot,2947
E08000029,768,97939,Other method of travel to work,2948
E08000030,22044,118534,Work mainly at or from home,2949
E08000030,270,118534,"Underground, metro, light rail, tram",2950
E08000030,1101,118534,Train,2951
E08000030,7237,118534,"Bus, minibus or coach",2952
E08000030,1532,118534,Taxi,2953
E08000030,414,118534,"Motorcycle, scooter or moped",2954
E08000030,68776,118534,Driving a car or van,2955
E08000030,6944,118534,Passenger in a car or van,2956
E08000030,1415,118534,Bicycle,2957
E08000030,7690,118534,On foot,2958
E08000030,1111,118534,Other method of travel to work,2959
E08000031,21002,111310,Work mainly at or from home,2960
E08000031,1157,111310,"Underground, metro, light rail, tram",2961
E08000031,1672,111310,Train,2962
E08000031,6938,111310,"Bus, minibus or coach",2963
E08000031,2102,111310,Taxi,2964
E08000031,342,111310,"Motorcycle, scooter or moped",2965
E08000031,60083,111310,Driving a car or van,2966
E08000031,7188,111310,Passenger in a car or van,2967
E08000031,1718,111310,Bicycle,2968
E08000031,7890,111310,On foot,2969
E08000031,1218,111310,Other method of travel to work,2970
E08000032,55396,221137,Work mainly at or from home,2971
E08000032,131,221137,"Underground, metro, light rail, tram",2972
E08000032,4160,221137,Train,2973
E08000032,10377,221137,"Bus, minibus or coach",2974
E08000032,5915,221137,Taxi,2975
E08000032,527,221137,"Motorcycle, scooter or moped",2976
E08000032,109677,221137,Driving a car or van,2977
E08000032,12631,221137,Passenger in a car or van,2978
E08000032,1525,221137,Bicycle,2979
E08000032,18230,221137,On foot,2980
E08000032,2568,221137,Other method of travel to work,2981
E08000033,27280,93385,Work mainly at or from home,2982
E08000033,49,93385,"Underground, metro, light rail, tram",2983
E08000033,1158,93385,Train,2984
E08000033,3740,93385,"Bus, minibus or coach",2985
E08000033,1110,93385,Taxi,2986
E08000033,286,93385,"Motorcycle, scooter or moped",2987
E08000033,46448,93385,Driving a car or van,2988
E08000033,4332,93385,Passenger in a car or van,2989
E08000033,665,93385,Bicycle,2990
E08000033,7430,93385,On foot,2991
E08000033,887,93385,Other method of travel to work,2992
E08000034,49908,190083,Work mainly at or from home,2993
E08000034,101,190083,"Underground, metro, light rail, tram",2994
E08000034,2095,190083,Train,2995
E08000034,6960,190083,"Bus, minibus or coach",2996
E08000034,3403,190083,Taxi,2997
E08000034,604,190083,"Motorcycle, scooter or moped",2998
E08000034,101008,190083,Driving a car or van,2999
E08000034,9250,190083,Passenger in a car or van,3000
E08000034,1378,190083,Bicycle,3001
E08000034,13453,190083,On foot,3002
E08000034,1923,190083,Other method of travel to work,3003
E08000035,126585,374064,Work mainly at or from home,3004
E08000035,249,374064,"Underground, metro, light rail, tram",3005
E08000035,3950,374064,Train,3006
E08000035,27152,374064,"Bus, minibus or coach",3007
E08000035,5362,374064,Taxi,3008
E08000035,913,374064,"Motorcycle, scooter or moped",3009
E08000035,156227,374064,Driving a car or van,3010
E08000035,15050,374064,Passenger in a car or van,3011
E08000035,5190,374064,Bicycle,3012
E08000035,29819,374064,On foot,3013
E08000035,3567,374064,Other method of travel to work,3014
E08000036,36965,164642,Work mainly at or from home,3015
E08000036,58,164642,"Underground, metro, light rail, tram",3016
E08000036,1555,164642,Train,3017
E08000036,6240,164642,"Bus, minibus or coach",3018
E08000036,2150,164642,Taxi,3019
E08000036,632,164642,"Motorcycle, scooter or moped",3020
E08000036,92253,164642,Driving a car or van,3021
E08000036,9602,164642,Passenger in a car or van,3022
E08000036,1834,164642,Bicycle,3023
E08000036,11976,164642,On foot,3024
E08000036,1377,164642,Other method of travel to work,3025
E08000037,23427,87519,Work mainly at or from home,3026
E08000037,1528,87519,"Underground, metro, light rail, tram",3027
E08000037,391,87519,Train,3028
E08000037,7201,87519,"Bus, minibus or coach",3029
E08000037,774,87519,Taxi,3030
E08000037,233,87519,"Motorcycle, scooter or moped",3031
E08000037,40957,87519,Driving a car or van,3032
E08000037,4249,87519,Passenger in a car or van,3033
E08000037,1092,87519,Bicycle,3034
E08000037,6677,87519,On foot,3035
E08000037,990,87519,Other method of travel to work,3036
E09000001,3602,5352,Work mainly at or from home,3037
E09000001,349,5352,"Underground, metro, light rail, tram",3038
E09000001,95,5352,Train,3039
E09000001,132,5352,"Bus, minibus or coach",3040
E09000001,21,5352,Taxi,3041
E09000001,13,5352,"Motorcycle, scooter or moped",3042
E09000001,124,5352,Driving a car or van,3043
E09000001,13,5352,Passenger in a car or van,3044
E09000001,191,5352,Bicycle,3045
E09000001,758,5352,On foot,3046
E09000001,54,5352,Other method of travel to work,3047
E09000002,19572,94586,Work mainly at or from home,3048
E09000002,15301,94586,"Underground, metro, light rail, tram",3049
E09000002,8660,94586,Train,3050
E09000002,9690,94586,"Bus, minibus or coach",3051
E09000002,542,94586,Taxi,3052
E09000002,599,94586,"Motorcycle, scooter or moped",3053
E09000002,30732,94586,Driving a car or van,3054
E09000002,2392,94586,Passenger in a car or van,3055
E09000002,1218,94586,Bicycle,3056
E09000002,4464,94586,On foot,3057
E09000002,1416,94586,Other method of travel to work,3058
E09000003,79628,186175,Work mainly at or from home,3059
E09000003,20758,186175,"Underground, metro, light rail, tram",3060
E09000003,4690,186175,Train,3061
E09000003,15090,186175,"Bus, minibus or coach",3062
E09000003,872,186175,Taxi,3063
E09000003,1197,186175,"Motorcycle, scooter or moped",3064
E09000003,46797,186175,Driving a car or van,3065
E09000003,3169,186175,Passenger in a car or van,3066
E09000003,2162,186175,Bicycle,3067
E09000003,9361,186175,On foot,3068
E09000003,2451,186175,Other method of travel to work,3069
E09000004,40692,117983,Work mainly at or from home,3070
E09000004,2838,117983,"Underground, metro, light rail, tram",3071
E09000004,12164,117983,Train,3072
E09000004,7763,117983,"Bus, minibus or coach",3073
E09000004,688,117983,Taxi,3074
E09000004,767,117983,"Motorcycle, scooter or moped",3075
E09000004,42503,117983,Driving a car or van,3076
E09000004,2919,117983,Passenger in a car or van,3077
E09000004,995,117983,Bicycle,3078
E09000004,5258,117983,On foot,3079
E09000004,1396,117983,Other method of travel to work,3080
E09000005,48987,160997,Work mainly at or from home,3081
E09000005,24200,160997,"Underground, metro, light rail, tram",3082
E09000005,8267,160997,Train,3083
E09000005,21439,160997,"Bus, minibus or coach",3084
E09000005,886,160997,Taxi,3085
E09000005,1801,160997,"Motorcycle, scooter or moped",3086
E09000005,34917,160997,Driving a car or van,3087
E09000005,3220,160997,Passenger in a car or van,3088
E09000005,4074,160997,Bicycle,3089
E09000005,11000,160997,On foot,3090
E09000005,2206,160997,Other method of travel to work,3091
E09000006,75511,162122,Work mainly at or from home,3092
E09000006,3146,162122,"Underground, metro, light rail, tram",3093
E09000006,15214,162122,Train,3094
E09000006,8069,162122,"Bus, minibus or coach",3095
E09000006,593,162122,Taxi,3096
E09000006,966,162122,"Motorcycle, scooter or moped",3097
E09000006,45304,162122,Driving a car or van,3098
E09000006,2852,162122,Passenger in a car or van,3099
E09000006,1784,162122,Bicycle,3100
E09000006,7029,162122,On foot,3101
E09000006,1654,162122,Other method of travel to work,3102
E09000007,58110,102511,Work mainly at or from home,3103
E09000007,10351,102511,"Underground, metro, light rail, tram",3104
E09000007,2852,102511,Train,3105
E09000007,6532,102511,"Bus, minibus or coach",3106
E09000007,733,102511,Taxi,3107
E09000007,546,102511,"Motorcycle, scooter or moped",3108
E09000007,7074,102511,Driving a car or van,3109
E09000007,510,102511,Passenger in a car or van,3110
E09000007,3993,102511,Bicycle,3111
E09000007,10620,102511,On foot,3112
E09000007,1190,102511,Other method of travel to work,3113
E09000008,70976,189409,Work mainly at or from home,3114
E09000008,8146,189409,"Underground, metro, light rail, tram",3115
E09000008,17229,189409,Train,3116
E09000008,19903,189409,"Bus, minibus or coach",3117
E09000008,884,189409,Taxi,3118
E09000008,1454,189409,"Motorcycle, scooter or moped",3119
E09000008,52381,189409,Driving a car or van,3120
E09000008,3507,189409,Passenger in a car or van,3121
E09000008,2422,189409,Bicycle,3122
E09000008,10018,189409,On foot,3123
E09000008,2489,189409,Other method of travel to work,3124
E09000009,63137,175026,Work mainly at or from home,3125
E09000009,20319,175026,"Underground, metro, light rail, tram",3126
E09000009,5788,175026,Train,3127
E09000009,18840,175026,"Bus, minibus or coach",3128
E09000009,761,175026,Taxi,3129
E09000009,1531,175026,"Motorcycle, scooter or moped",3130
E09000009,42941,175026,Driving a car or van,3131
E09000009,3082,175026,Passenger in a car or van,3132
E09000009,5026,175026,Bicycle,3133
E09000009,11236,175026,On foot,3134
E09000009,2365,175026,Other method of travel to work,3135
E09000010,44977,143865,Work mainly at or from home,3136
E09000010,12557,143865,"Underground, metro, light rail, tram",3137
E09000010,7138,143865,Train,3138
E09000010,15289,143865,"Bus, minibus or coach",3139
E09000010,819,143865,Taxi,3140
E09000010,788,143865,"Motorcycle, scooter or moped",3141
E09000010,46721,143865,Driving a car or van,3142
E09000010,3146,143865,Passenger in a car or van,3143
E09000010,2040,143865,Bicycle,3144
E09000010,8213,143865,On foot,3145
E09000010,2177,143865,Other method of travel to work,3146
E09000011,57959,142934,Work mainly at or from home,3147
E09000011,13632,142934,"Underground, metro, light rail, tram",3148
E09000011,12376,142934,Train,3149
E09000011,15318,142934,"Bus, minibus or coach",3150
E09000011,635,142934,Taxi,3151
E09000011,882,142934,"Motorcycle, scooter or moped",3152
E09000011,28623,142934,Driving a car or van,3153
E09000011,2160,142934,Passenger in a car or van,3154
E09000011,2688,142934,Bicycle,3155
E09000011,7001,142934,On foot,3156
E09000011,1660,142934,Other method of travel to work,3157
E09000012,66844,134310,Work mainly at or from home,3158
E09000012,10239,134310,"Underground, metro, light rail, tram",3159
E09000012,4991,134310,Train,3160
E09000012,13995,134310,"Bus, minibus or coach",3161
E09000012,962,134310,Taxi,3162
E09000012,672,134310,"Motorcycle, scooter or moped",3163
E09000012,11646,134310,Driving a car or van,3164
E09000012,851,134310,Passenger in a car or van,3165
E09000012,10011,134310,Bicycle,3166
E09000012,12698,134310,On foot,3167
