geography,count,total,student,employment,employmentType,fullTime,id
E06000014,70850,172082,inactive,NA,NA,NA,415
E06000014,38636,172082,inactive,Retired,NA,NA,416
E06000014,19183,172082,inactive,Student,NA,NA,417
E06000014,4626,172082,inactive,Looking after home or family,NA,NA,418
E06000014,4712,172082,inactive,Long-term sick or disabled,NA,NA,419
E06000014,3693,172082,inactive,Other,NA,NA,420
E06000015,117828,209193,active (excluding full-time students),NA,NA,NA,421
E06000015,111304,209193,active (excluding full-time students),In employment,NA,NA,422
E06000015,97154,209193,active (excluding full-time students),In employment,Employee,NA,423
E06000015,25492,209193,active (excluding full-time students),In employment,Employee,Part,424
E06000015,71662,209193,active (excluding full-time students),In employment,Employee,Full,425
E06000015,2285,209193,active (excluding full-time students),In employment,Self-employed with employees,NA,426
E06000015,568,209193,active (excluding full-time students),In employment,Self-employed with employees,Part,427
E06000015,1717,209193,active (excluding full-time students),In employment,Self-employed with employees,Full,428
E06000015,11865,209193,active (excluding full-time students),In employment,Self-employed without employees,NA,429
E06000015,5035,209193,active (excluding full-time students),In employment,Self-employed without employees,Part,430
E06000015,6830,209193,active (excluding full-time students),In employment,Self-employed without employees,Full,431
E06000015,6524,209193,active (excluding full-time students),Unemployed,NA,NA,432
E06000015,6519,209193,active and a full-time student,NA,NA,NA,433
E06000015,4898,209193,active and a full-time student,In employment,NA,NA,434
E06000015,4608,209193,active and a full-time student,In employment,Employee,NA,435
E06000015,3698,209193,active and a full-time student,In employment,Employee,Part,436
E06000015,910,209193,active and a full-time student,In employment,Employee,Full,437
E06000015,30,209193,active and a full-time student,In employment,Self-employed with employees,NA,438
E06000015,23,209193,active and a full-time student,In employment,Self-employed with employees,Part,439
E06000015,7,209193,active and a full-time student,In employment,Self-employed with employees,Full,440
E06000015,260,209193,active and a full-time student,In employment,Self-employed without employees,NA,441
E06000015,216,209193,active and a full-time student,In employment,Self-employed without employees,Part,442
E06000015,44,209193,active and a full-time student,In employment,Self-employed without employees,Full,443
E06000015,1621,209193,active and a full-time student,Unemployed,NA,NA,444
E06000015,84846,209193,inactive,NA,NA,NA,445
E06000015,42246,209193,inactive,Retired,NA,NA,446
E06000015,12921,209193,inactive,Student,NA,NA,447
E06000015,11841,209193,inactive,Looking after home or family,NA,NA,448
E06000015,10617,209193,inactive,Long-term sick or disabled,NA,NA,449
E06000015,7221,209193,inactive,Other,NA,NA,450
E06000016,156924,291012,active (excluding full-time students),NA,NA,NA,451
E06000016,146536,291012,active (excluding full-time students),In employment,NA,NA,452
E06000016,128376,291012,active (excluding full-time students),In employment,Employee,NA,453
E06000016,38736,291012,active (excluding full-time students),In employment,Employee,Part,454
E06000016,89640,291012,active (excluding full-time students),In employment,Employee,Full,455
E06000016,3640,291012,active (excluding full-time students),In employment,Self-employed with employees,NA,456
E06000016,1187,291012,active (excluding full-time students),In employment,Self-employed with employees,Part,457
E06000016,2453,291012,active (excluding full-time students),In employment,Self-employed with employees,Full,458
E06000016,14520,291012,active (excluding full-time students),In employment,Self-employed without employees,NA,459
E06000016,6667,291012,active (excluding full-time students),In employment,Self-employed without employees,Part,460
E06000016,7853,291012,active (excluding full-time students),In employment,Self-employed without employees,Full,461
E06000016,10388,291012,active (excluding full-time students),Unemployed,NA,NA,462
E06000016,12648,291012,active and a full-time student,NA,NA,NA,463
E06000016,8396,291012,active and a full-time student,In employment,NA,NA,464
E06000016,7887,291012,active and a full-time student,In employment,Employee,NA,465
E06000016,6341,291012,active and a full-time student,In employment,Employee,Part,466
E06000016,1546,291012,active and a full-time student,In employment,Employee,Full,467
E06000016,75,291012,active and a full-time student,In employment,Self-employed with employees,NA,468
E06000016,55,291012,active and a full-time student,In employment,Self-employed with employees,Part,469
E06000016,20,291012,active and a full-time student,In employment,Self-employed with employees,Full,470
E06000016,434,291012,active and a full-time student,In employment,Self-employed without employees,NA,471
E06000016,358,291012,active and a full-time student,In employment,Self-employed without employees,Part,472
E06000016,76,291012,active and a full-time student,In employment,Self-employed without employees,Full,473
E06000016,4252,291012,active and a full-time student,Unemployed,NA,NA,474
E06000016,121440,291012,inactive,NA,NA,NA,475
E06000016,39005,291012,inactive,Retired,NA,NA,476
E06000016,31850,291012,inactive,Student,NA,NA,477
E06000016,22739,291012,inactive,Looking after home or family,NA,NA,478
E06000016,14583,291012,inactive,Long-term sick or disabled,NA,NA,479
E06000016,13263,291012,inactive,Other,NA,NA,480
E06000017,18985,34297,active (excluding full-time students),NA,NA,NA,481
E06000017,18418,34297,active (excluding full-time students),In employment,NA,NA,482
E06000017,14702,34297,active (excluding full-time students),In employment,Employee,NA,483
E06000017,3765,34297,active (excluding full-time students),In employment,Employee,Part,484
E06000017,10937,34297,active (excluding full-time students),In employment,Employee,Full,485
E06000017,639,34297,active (excluding full-time students),In employment,Self-employed with employees,NA,486
E06000017,139,34297,active (excluding full-time students),In employment,Self-employed with employees,Part,487
E06000017,500,34297,active (excluding full-time students),In employment,Self-employed with employees,Full,488
E06000017,3077,34297,active (excluding full-time students),In employment,Self-employed without employees,NA,489
E06000017,1521,34297,active (excluding full-time students),In employment,Self-employed without employees,Part,490
E06000017,1556,34297,active (excluding full-time students),In employment,Self-employed without employees,Full,491
E06000017,567,34297,active (excluding full-time students),Unemployed,NA,NA,492
E06000017,440,34297,active and a full-time student,NA,NA,NA,493
E06000017,365,34297,active and a full-time student,In employment,NA,NA,494
E06000017,337,34297,active and a full-time student,In employment,Employee,NA,495
E06000017,283,34297,active and a full-time student,In employment,Employee,Part,496
E06000017,54,34297,active and a full-time student,In employment,Employee,Full,497
E06000017,0,34297,active and a full-time student,In employment,Self-employed with employees,NA,498
E06000017,0,34297,active and a full-time student,In employment,Self-employed with employees,Part,499
E06000017,0,34297,active and a full-time student,In employment,Self-employed with employees,Full,500
E06000017,28,34297,active and a full-time student,In employment,Self-employed without employees,NA,501
E06000017,17,34297,active and a full-time student,In employment,Self-employed without employees,Part,502
E06000017,11,34297,active and a full-time student,In employment,Self-employed without employees,Full,503
E06000017,75,34297,active and a full-time student,Unemployed,NA,NA,504
E06000017,14872,34297,inactive,NA,NA,NA,505
E06000017,9733,34297,inactive,Retired,NA,NA,506
E06000017,1639,34297,inactive,Student,NA,NA,507
E06000017,1112,34297,inactive,Looking after home or family,NA,NA,508
E06000017,718,34297,inactive,Long-term sick or disabled,NA,NA,509
E06000017,1670,34297,inactive,Other,NA,NA,510
E06000018,128319,264321,active (excluding full-time students),NA,NA,NA,511
E06000018,119330,264321,active (excluding full-time students),In employment,NA,NA,512
E06000018,103244,264321,active (excluding full-time students),In employment,Employee,NA,513
E06000018,28237,264321,active (excluding full-time students),In employment,Employee,Part,514
E06000018,75007,264321,active (excluding full-time students),In employment,Employee,Full,515
E06000018,2526,264321,active (excluding full-time students),In employment,Self-employed with employees,NA,516
E06000018,724,264321,active (excluding full-time students),In employment,Self-employed with employees,Part,517
E06000018,1802,264321,active (excluding full-time students),In employment,Self-employed with employees,Full,518
